證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,本益比
1101,台泥,"17,382,646","7,835","527,986,653",30.30,30.70,30.05,30.50,25.63
1101B,台泥乙特,"22,407",14,"1,054,988",47.10,47.20,47.00,47.20,0.00
1102,亞泥,"7,853,046","3,285","310,064,957",39.20,39.85,39.20,39.45,13.42
1103,嘉泥,"503,734",738,"8,159,922",16.45,16.45,16.05,16.10,23.00
1104,環泥,"758,704",746,"20,581,947",27.45,27.45,27.00,27.10,11.89
1108,幸福,"398,240",166,"5,599,981",14.10,14.25,14.00,14.05,13.51
1109,信大,"203,585",347,"3,442,535",16.90,17.10,16.80,17.10,9.83
1110,東泥,"361,520",404,"6,934,787",19.65,19.80,18.80,19.30,39.39
1201,味全,"588,142",576,"10,240,268",17.50,17.55,17.30,17.40,21.22
1203,味王,"32,431",133,"1,203,129",37.70,37.85,36.50,36.65,18.14
1210,大成,"1,916,790","1,717","97,532,869",50.40,52.00,50.10,52.00,12.84
1213,大飲,"44,001",20,"656,864",15.25,15.25,14.70,14.90,0.00
1215,卜蜂,"376,309",701,"34,196,655",91.60,91.60,90.50,91.60,14.54
1216,統一,"22,027,034","5,215","1,707,506,599",78.10,78.50,77.00,78.00,23.21
1217,愛之味,"1,806,219",827,"20,616,033",11.50,11.55,11.35,11.40,17.01
1218,泰山,"1,919,776","1,189","35,585,825",18.90,18.90,18.25,18.70,11.07
1219,福壽,"857,592",558,"11,804,434",14.15,14.15,13.40,13.80,23.39
1220,台榮,"1,098,772",501,"17,514,066",16.00,16.25,15.65,16.10,11.26
1225,福懋油,"2,032,745","2,662","91,001,531",46.95,46.95,43.30,44.80,25.17
1227,佳格,"1,028,139",949,"34,813,167",34.10,34.40,33.35,34.25,20.15
1229,聯華,"3,272,786","4,464","156,191,615",48.60,48.60,47.20,47.80,20.52
1231,聯華食,"420,020",936,"58,081,018",142.00,143.00,136.00,138.00,30.94
1232,大統益,"111,032",284,"15,949,400",144.00,144.00,143.00,144.00,17.82
1233,天仁,"18,234",26,"542,099",29.45,29.90,29.45,29.75,33.43
1234,黑松,"198,875",241,"8,023,542",40.55,40.60,40.20,40.50,16.88
1235,興泰,"77,930",164,"5,166,451",66.90,71.40,64.00,71.40,15.39
1236,宏亞,"19,279",118,"436,926",22.80,22.80,22.55,22.55,0.00
1256,鮮活果汁-KY,"37,581",249,"4,784,663",129.50,129.50,125.50,126.00,16.05
1301,台塑,"40,181,875","16,684","1,282,440,969",31.70,32.60,31.25,32.35,0.00
1303,南亞,"19,774,855","9,201","565,712,543",28.35,29.10,28.10,28.70,71.75
1304,台聚,"5,146,717","2,418","51,785,563",10.05,10.30,9.90,10.15,0.00
1305,華夏,"1,699,690",784,"18,535,531",10.95,11.25,10.70,11.15,0.00
1307,三芳,"1,402,557",999,"52,466,416",38.00,38.00,36.85,37.75,12.54
1308,亞聚,"1,428,079","1,177","18,667,334",13.10,13.35,12.85,13.30,0.00
1309,台達化,"1,985,762","1,410","25,400,817",12.90,13.20,12.50,12.75,0.00
1310,台苯,"955,206",818,"8,614,716",8.93,9.25,8.85,9.18,0.00
1312,國喬,"7,341,137","1,941","74,448,962",10.00,10.50,9.96,10.25,0.00
1312A,國喬特,0,0,0,--,--,--,--,0.00
1313,聯成,"2,174,199","1,559","17,915,112",8.30,8.38,8.15,8.35,0.00
1314,中石化,"12,215,458","4,454","83,167,018",6.88,6.94,6.70,6.94,21.69
1315,達新,"28,027",165,"1,879,122",67.70,67.80,66.80,66.90,66.90
1316,上曜,"5,625,058","2,429","75,403,459",13.95,14.10,13.10,13.15,0.00
1319,東陽,"3,150,050","1,975","348,626,428",109.50,112.50,109.00,110.00,16.72
1321,大洋,"248,524",137,"8,123,437",32.70,32.90,32.60,32.80,45.56
1323,永裕,"28,163",36,"680,588",24.35,24.35,24.05,24.25,8.85
1324,地球,"116,883",438,"1,408,244",12.30,12.30,11.90,12.00,171.43
1325,恆大,"22,265,154","13,635","888,898,459",38.15,41.75,38.05,38.50,0.00
1326,台化,"20,684,709","8,871","521,876,830",25.45,25.85,24.75,25.55,94.63
1337,再生-KY,"283,558",494,"1,690,019",6.00,6.00,5.92,5.99,0.00
1338,廣華-KY,"157,401",155,"4,280,146",27.45,27.80,26.85,26.90,0.00
1339,昭輝,"60,316",70,"3,245,464",54.30,54.30,53.50,54.00,9.98
1340,勝悅-KY,"175,146",480,"1,465,523",8.51,8.51,8.30,8.35,0.00
1341,富林-KY,"18,280",23,"1,238,812",67.80,68.50,67.50,68.50,14.70
1342,八貫,"350,178",380,"35,748,200",105.50,105.50,100.50,102.00,15.77
1402,遠東新,"14,229,852","5,043","428,304,792",30.20,30.40,29.80,30.15,16.94
1409,新纖,"1,915,681","1,031","27,687,523",14.65,14.65,14.30,14.50,16.29
1410,南染,"88,242",74,"3,083,753",35.15,35.90,34.60,35.00,102.94
1413,宏洲,"510,889",156,"5,424,743",10.65,10.80,10.40,10.60,0.00
1414,東和,"1,027,124",691,"24,506,395",24.50,24.70,23.20,23.60,78.67
1416,廣豐,"690,336",370,"8,293,575",12.30,12.30,11.80,12.00,22.64
1417,嘉裕,"362,492",693,"3,096,915",8.84,8.84,8.40,8.51,0.00
1418,東華,"5,045",26,"139,794",28.10,28.10,27.50,27.60,52.08
1419,新紡,"122,065",132,"5,090,892",42.95,42.95,40.50,41.80,19.44
1423,利華,"83,066",86,"3,040,059",36.85,36.85,36.25,36.55,74.59
1432,大魯閣,"378,005",436,"7,448,482",20.00,20.00,19.05,20.00,0.00
1434,福懋,"2,317,243","1,737","40,433,239",17.55,17.75,17.25,17.70,24.25
1435,中福,"1,357",36,"45,171",33.50,33.50,33.50,33.50,0.00
1436,華友聯,"423,267",427,"47,906,452",116.50,116.50,112.00,114.00,4.68
1437,勤益控,"145,480",168,"4,825,698",33.40,33.40,32.70,33.40,10.03
1438,三地開發,"225,939",184,"12,150,901",54.00,54.50,53.00,53.80,0.00
1439,雋揚,"32,024",34,"995,353",31.65,31.65,30.60,30.95,18.42
1440,南紡,"1,483,119","1,133","19,412,589",13.20,13.25,12.95,13.20,8.74
1441,大東,"20,902",151,"275,534",13.25,13.25,13.10,13.20,10.08
1442,名軒,"3,246,567","3,158","236,914,644",72.00,74.70,70.00,74.70,7.57
1443,立益物流,"15,037",22,"459,927",30.60,30.65,30.40,30.60,19.12
1444,力麗,"1,266,441","1,000","10,240,263",8.08,8.18,8.01,8.14,0.00
1445,大宇,"57,304",60,"967,410",17.15,17.15,16.60,16.80,2.30
1446,宏和,"734,684",533,"27,532,434",37.60,37.75,37.10,37.75,3.76
1447,力鵬,"1,357,448",797,"9,144,174",6.77,6.80,6.66,6.78,0.00
1449,佳和,"3,908,757","1,754","74,926,376",19.90,19.90,18.75,19.20,26.30
1451,年興,"222,403",269,"4,216,439",19.30,19.30,18.80,18.80,62.67
1452,宏益,"97,108",120,"1,427,556",14.85,14.85,14.35,14.80,25.96
1453,大將,"218,320",714,"2,940,298",13.85,13.85,13.30,13.45,21.35
1454,台富,"30,895",30,"453,495",14.65,14.70,14.65,14.70,66.82
1455,集盛,"802,333",892,"7,277,218",9.36,9.36,8.96,9.14,43.52
1456,怡華,"39,001",24,"561,114",14.45,14.65,14.20,14.65,0.00
1457,宜進,"336,555",199,"6,525,959",19.60,19.80,19.25,19.60,6.11
1459,聯發,"107,840",194,"997,227",9.22,9.45,9.14,9.29,25.11
1460,宏遠,"456,131",255,"3,168,035",7.01,7.03,6.80,7.03,0.00
1463,強盛新,"206,182",113,"5,108,890",25.00,25.00,24.65,24.80,55.11
1464,得力,"2,166,205",999,"35,825,189",16.60,16.80,16.20,16.80,24.71
1465,偉全,"74,645",130,"1,053,264",14.20,14.30,14.00,14.20,74.74
1466,聚隆,"183,546",108,"2,191,555",12.10,12.15,11.85,11.90,0.00
1467,南緯,"191,268",131,"1,972,493",10.40,10.40,10.25,10.30,27.11
1468,昶和,"39,000",27,"496,200",12.95,12.95,12.60,12.80,22.86
1470,大統新創,"3,089",6,"66,353",21.50,21.50,21.45,21.50,27.92
1471,首利,"629,111",356,"7,748,662",12.80,12.80,12.15,12.20,64.21
1472,三洋實業,"26,534",96,"1,803,594",68.60,68.60,67.50,68.10,26.71
1473,台南,"761,069",611,"26,668,101",34.50,35.40,34.45,34.90,12.12
1474,弘裕,"230,897",167,"2,854,139",12.55,12.55,12.25,12.25,11.78
1475,業旺,"82,593",83,"4,672,887",57.10,57.20,55.80,57.00,9.61
1476,儒鴻,"569,533",700,"290,335,820",513.00,518.00,502.00,514.00,22.27
1477,聚陽,"1,339,473","1,487","449,151,002",336.00,338.00,331.50,335.00,20.34
1503,士電,"2,135,940","2,233","371,455,489",177.50,177.50,168.50,176.50,31.92
1504,東元,"4,793,801","3,207","251,241,766",52.90,52.90,51.60,52.50,19.52
1506,正道,"39,253",50,"459,502",11.95,11.95,11.65,11.80,90.77
1512,瑞利,"74,819",52,"529,366",7.09,7.11,7.04,7.11,0.00
1513,中興電,"3,356,548","3,719","510,586,487",155.00,155.50,149.50,152.50,21.15
1514,亞力,"3,651,622","3,444","332,153,870",94.50,94.50,88.60,91.40,28.04
1515,力山,"515,653",525,"14,799,756",29.30,29.35,28.40,29.10,10.32
1516,川飛,"186,237",151,"2,941,752",16.85,16.85,15.45,15.75,68.48
1517,利奇,"375,438",878,"4,727,734",13.05,13.05,12.40,12.65,0.00
1519,華城,"4,008,299","7,451","1,949,011,764",500.00,504.00,478.00,484.00,36.23
1521,大億,"64,816",109,"1,654,681",26.00,26.00,25.15,25.80,151.76
1522,堤維西,"2,217,850","1,578","133,521,708",60.80,60.80,59.40,60.50,11.14
1522A,堤維西甲特,"8,000",8,"387,700",48.45,48.50,48.45,48.45,0.00
1524,耿鼎,"3,491,485","2,330","132,393,888",38.45,38.85,37.25,37.65,13.03
1525,江申,"39,780",72,"2,297,267",59.40,59.40,56.30,56.30,15.26
1526,日馳,"41,223",95,"934,979",22.80,22.85,22.55,22.55,0.00
1527,鑽全,"437,616",413,"17,915,433",41.05,41.50,40.50,41.00,12.89
1528,恩德,"2,673,265","1,118","35,881,428",13.65,13.80,13.15,13.50,0.00
1529,樂事綠能,"548,380",440,"12,364,707",23.05,23.20,22.10,22.55,52.44
1530,亞崴,"64,341",105,"1,925,008",30.00,30.05,29.75,29.80,21.29
1531,高林股,"598,780",562,"7,846,106",13.45,13.45,12.80,13.25,132.50
1532,勤美,"1,457,960",860,"42,925,515",29.90,30.10,29.20,29.40,7.00
1533,車王電,"118,879",141,"4,563,667",39.60,39.60,38.00,38.20,0.00
1535,中宇,"125,150",144,"7,182,661",58.80,58.90,56.60,57.80,13.44
1536,和大,"5,324,461","3,966","319,540,857",61.50,61.80,59.00,59.70,0.00
1537,廣隆,"408,019",481,"61,910,136",154.50,155.50,150.00,150.50,13.82
1538,正峰,"20,327",29,"575,022",28.95,28.95,27.10,28.40,0.00
1539,巨庭,"645,437",436,"14,257,701",22.20,23.20,21.25,21.25,19.32
1540,喬福,"1,403,033","1,019","43,917,993",32.00,32.20,30.40,31.60,17.17
1541,錩泰,"18,655",26,"456,013",25.10,25.10,24.20,24.25,17.08
1558,伸興,"179,215",216,"18,940,572",107.50,107.50,105.00,105.00,17.24
1560,中砂,"2,423,425","4,456","694,192,118",297.50,298.00,282.50,284.00,43.36
1563,巧新,"798,740",718,"45,824,843",58.00,58.30,56.90,56.90,17.84
1568,倉佑,"220,625",295,"5,797,889",26.50,26.60,25.80,26.50,27.32
1582,信錦,"945,344","1,376","84,959,682",91.80,91.80,88.10,90.60,13.36
1583,程泰,"36,200",37,"2,210,909",60.70,61.70,60.50,61.20,11.68
1587,吉茂,"577,470",696,"19,063,394",33.80,33.80,32.70,33.10,0.00
1589,永冠-KY,"356,885",606,"11,998,651",34.30,34.30,33.00,34.00,0.00
1590,亞德客-KY,"653,838","1,092","545,915,309",849.00,853.00,819.00,836.00,22.23
1597,直得,"4,059,087","2,937","414,097,759",102.50,105.00,100.00,102.00,147.83
1598,岱宇,"1,465,291","1,006","44,664,408",30.00,31.15,29.70,30.90,0.00
1603,華電,"515,354",402,"17,331,203",34.30,34.35,33.15,33.40,11.17
1604,聲寶,"269,784",444,"7,499,279",27.85,28.00,27.70,27.80,13.56
1605,華新,"17,494,260","6,277","383,157,100",22.00,22.35,21.65,21.95,23.60
1608,華榮,"1,377,136","1,026","33,040,586",24.55,24.55,23.70,24.00,11.48
1609,大亞,"5,628,840","3,996","222,380,698",40.40,40.40,38.90,39.90,17.97
1611,中電,"722,186",529,"10,380,903",14.70,14.70,14.25,14.35,27.60
1612,宏泰,"1,306,948",654,"40,030,095",31.05,31.15,30.25,30.80,12.42
1614,三洋電,"151,256",128,"5,742,467",38.65,38.65,37.85,38.30,54.71
1615,大山,"175,815",220,"9,541,308",55.50,55.50,53.60,54.30,14.03
1616,億泰,"750,177",421,"12,799,561",17.60,17.60,16.80,17.30,15.87
1617,榮星,"534,404",856,"8,358,362",16.25,16.30,15.50,15.50,0.00
1618,合機,"4,525,960","2,721","211,802,661",46.70,47.45,46.10,47.00,13.17
1626,艾美特-KY,"42,731",307,"562,726",13.20,13.40,13.05,13.10,0.00
1702,南僑,"966,886","1,025","45,833,968",47.85,48.00,47.00,47.95,10.27
1707,葡萄王,"143,262",308,"21,057,655",148.00,148.50,146.00,148.00,14.92
1708,東鹼,"1,259,854",916,"44,747,204",36.20,36.20,35.25,35.65,10.13
1709,和益,"672,820",515,"13,356,933",20.00,20.05,19.70,19.95,13.57
1710,東聯,"1,461,661","1,123","19,261,644",13.35,13.45,13.00,13.30,0.00
1711,永光,"2,705,080","1,405","54,078,048",20.25,20.25,19.80,20.10,57.43
1712,興農,"638,311",592,"27,967,168",44.10,44.35,43.50,43.90,18.07
1713,國化,"131,853",111,"5,946,860",45.05,46.35,44.10,45.30,13.64
1714,和桐,"1,639,130",900,"12,589,530",7.76,7.77,7.60,7.70,17.11
1717,長興,"1,891,326","1,104","51,058,433",27.10,27.30,26.85,27.30,18.32
1718,中纖,"3,109,244","1,399","22,198,870",7.13,7.22,7.06,7.22,0.00
1720,生達,"385,225",585,"23,282,945",61.20,61.20,60.00,60.90,12.85
1721,三晃,"2,046,170","1,114","30,156,327",15.15,15.15,14.45,14.85,0.00
1722,台肥,"5,056,345","2,592","249,312,355",50.10,50.40,48.80,49.20,27.95
1723,中碳,"522,511",786,"45,634,218",88.40,88.40,86.70,87.90,16.22
1725,元禎,"139,747",135,"4,505,153",33.30,33.80,31.00,31.20,17.73
1726,永記,"128,225",102,"9,565,464",75.20,75.30,73.40,75.30,14.68
1727,中華化,"879,153",550,"24,000,733",27.70,27.90,26.85,27.80,75.14
1730,花仙子,"40,295",201,"2,130,596",52.70,53.10,52.70,52.90,14.07
1731,美吾華,"230,440",149,"5,169,818",22.55,22.65,22.10,22.45,17.27
1732,毛寶,"7,989,751","5,241","257,118,587",31.40,33.00,31.20,32.00,168.42
1733,五鼎,"250,040",260,"7,445,706",30.05,30.05,29.55,29.75,28.33
1734,杏輝,"303,846",376,"9,238,756",30.65,30.70,30.05,30.55,16.60
1735,日勝化,"117,649",338,"2,139,515",18.55,18.55,17.85,18.35,19.11
1736,喬山,"780,166","1,907","138,665,413",179.00,182.00,174.50,176.50,41.73
1737,臺鹽,"327,701",398,"10,364,352",32.05,32.05,31.40,31.50,21.14
1752,南光,"279,114",286,"11,846,134",42.50,43.20,41.90,42.00,34.71
1760,寶齡富錦,"265,311",289,"21,460,573",83.50,83.50,80.00,80.30,56.55
1762,中化生,"233,650",333,"7,800,838",33.20,34.25,32.85,33.15,26.31
1773,勝一,"509,384",604,"73,778,210",148.00,148.50,143.00,146.00,20.83
1776,展宇,"369,741",484,"6,798,832",18.40,19.20,17.95,17.95,19.10
1783,和康生,"644,014","1,499","33,834,835",53.90,53.90,51.40,52.00,29.89
1786,科妍,"784,515","1,237","86,267,116",111.00,112.50,108.50,109.50,35.67
1789,神隆,"640,070",466,"14,112,098",22.45,22.55,21.75,22.25,44.50
1795,美時,"1,987,733","2,354","524,678,377",269.00,271.50,259.50,261.50,16.00
1802,台玻,"6,573,218","2,820","98,194,205",15.00,15.20,14.60,15.10,0.00
1805,寶徠,"261,322",169,"3,885,958",16.00,16.00,14.45,14.65,97.67
1806,冠軍,"1,642,582",975,"14,689,346",8.98,9.07,8.87,9.03,41.05
1808,潤隆,"1,473,805","1,202","52,378,305",36.15,36.25,35.30,35.60,4.17
1809,中釉,"603,082",567,"10,950,625",18.75,18.75,17.70,18.25,82.95
1810,和成,"1,265,505",661,"21,369,782",17.05,17.20,16.50,16.90,54.52
1817,凱撒衛,"175,538",260,"7,471,212",42.55,43.05,42.25,42.50,9.70
1903,士紙,"433,589",286,"21,646,731",50.60,51.10,49.05,51.10,0.00
1904,正隆,"1,872,787","1,269","35,087,230",18.65,19.00,18.50,18.95,22.03
1905,華紙,"1,405,346","1,176","21,599,266",15.70,15.70,15.20,15.60,195.00
1906,寶隆,"159,500",231,"2,141,365",13.50,13.50,13.30,13.45,0.00
1907,永豐餘,"1,487,999","1,231","42,423,912",28.80,29.00,28.20,29.00,30.53
1909,榮成,"1,476,216",715,"15,499,818",10.60,10.65,10.40,10.60,0.00
2002,中鋼,"48,332,042","19,430","870,962,615",18.25,18.25,17.85,18.10,69.62
2002A,中鋼特,"64,391",52,"2,575,973",40.05,40.05,39.90,40.05,0.00
2006,東和鋼鐵,"3,189,896","2,513","204,419,961",64.60,64.80,63.60,63.60,9.92
2007,燁興,"351,950",269,"2,857,800",8.38,8.38,8.01,8.14,0.00
2008,高興昌,"104,018",124,"3,055,387",29.60,29.60,28.65,29.45,86.62
2009,第一銅,"1,081,525",749,"37,335,432",35.15,35.15,34.05,35.00,52.24
2010,春源,"1,253,234",910,"21,490,320",17.35,17.40,17.00,17.25,11.06
2012,春雨,"121,026",130,"2,863,769",23.50,23.90,23.20,23.65,17.01
2013,中鋼構,"102,072",731,"4,826,102",48.10,48.45,46.70,47.85,16.39
2014,中鴻,"4,170,232","1,783","67,645,057",16.45,16.55,16.05,16.30,0.00
2015,豐興,"573,612",450,"36,987,566",65.30,65.30,64.20,64.30,15.13
2017,官田鋼,"682,044",636,"6,811,902",9.98,10.20,9.87,10.20,32.90
2020,美亞,"680,952",566,"18,138,757",27.30,27.30,26.40,26.55,5.98
2022,聚亨,"508,693",778,"4,027,896",8.05,8.05,7.81,8.00,133.33
2023,燁輝,"1,748,938",816,"25,720,900",14.85,14.85,14.55,14.80,0.00
2024,志聯,"1,115",62,"21,169",19.00,19.00,19.00,19.00,0.00
2025,千興,"590,489",375,"5,431,578",9.45,9.46,9.11,9.29,0.00
2027,大成鋼,"11,402,613","6,156","349,148,890",30.35,31.45,30.15,30.40,23.75
2028,威致,"127,377",119,"2,497,458",19.80,19.90,19.50,19.50,16.25
2029,盛餘,"374,254",236,"8,778,925",23.40,23.70,23.15,23.55,13.16
2030,彰源,"637,680",399,"9,809,149",15.60,15.60,15.20,15.60,25.16
2031,新光鋼,"508,013",487,"22,343,304",44.50,44.50,43.60,44.15,7.57
2032,新鋼,"205,351",138,"2,512,032",12.45,12.50,12.05,12.15,46.73
2033,佳大,"174,363",111,"4,050,625",23.25,23.50,23.00,23.20,110.48
2034,允強,"915,417",525,"16,724,791",18.45,18.45,18.15,18.45,0.00
2038,海光,"405,987",247,"5,792,599",14.70,14.70,13.95,14.45,289.00
2049,上銀,"9,065,516","12,574","2,563,980,471",283.00,292.00,272.50,285.00,51.08
2059,川湖,"1,136,844","2,692","1,608,464,035","1,460.00","1,460.00","1,395.00","1,400.00",29.33
2062,橋椿,"1,718,766","1,209","51,316,916",31.20,31.20,29.25,29.70,10.88
2069,運錩,"565,922",324,"9,107,470",16.55,16.55,15.60,15.85,15.10
2101,南港,"2,423,606","1,328","103,246,007",43.20,43.30,42.15,42.50,10.93
2102,泰豐,"399,668",438,"6,952,880",17.55,17.55,17.20,17.45,0.00
2103,台橡,"1,341,518",787,"25,745,913",19.35,19.40,19.00,19.25,13.65
2104,國際中橡,"2,000,076",982,"23,431,063",11.80,11.95,11.55,11.80,0.00
2105,正新,"6,623,723","3,709","329,620,977",49.00,50.20,49.00,49.85,19.10
2106,建大,"1,002,859","1,099","25,173,379",25.35,25.40,24.80,25.35,16.35
2107,厚生,"372,428",462,"9,400,804",25.40,25.40,25.15,25.20,13.92
2108,南帝,"429,337",555,"14,135,850",33.50,33.50,32.60,33.10,33.10
2109,華豐,"355,669",257,"6,270,798",17.95,17.95,17.50,17.80,11.41
2114,鑫永銓,"54,105",150,"4,763,570",88.00,89.10,87.50,89.10,16.44
2115,六暉-KY,"71,782",101,"2,104,393",29.50,29.50,29.10,29.45,15.83
2201,裕隆,"19,448,834","10,310","892,517,776",48.50,48.65,44.35,45.35,10.72
2204,中華,"4,082,594","4,279","330,794,188",81.10,81.90,79.10,81.30,9.89
2206,三陽工業,"831,438",777,"56,555,075",67.80,68.40,67.50,68.40,10.57
2207,和泰車,"447,477","1,093","266,219,433",596.00,600.00,590.00,600.00,16.35
2208,台船,"2,802,969","1,782","40,126,577",14.60,14.65,14.20,14.30,0.00
2211,長榮鋼,"2,684,897","2,208","222,897,906",84.60,85.60,82.20,83.00,13.88
2227,裕日車,"137,779",367,"9,234,611",69.50,69.50,66.10,67.70,15.08
2228,劍麟,"481,231",483,"43,915,476",93.00,93.00,90.50,90.60,10.52
2231,為升,"1,072,472","1,280","106,894,486",101.50,103.00,98.30,99.50,65.46
2233,宇隆,"3,491,110","3,419","805,923,082",233.00,238.00,224.50,230.00,20.87
2236,百達-KY,"427,449",459,"45,467,630",109.50,110.00,104.00,106.00,706.67
2239,英利-KY,"74,735",61,"2,379,171",32.10,32.40,31.60,31.60,31.92
2241,艾姆勒,"698,235",436,"18,903,354",28.00,28.00,26.80,27.00,0.00
2243,宏旭-KY,"2,872,470","1,614","50,841,515",18.30,18.30,17.15,17.15,0.00
2247,汎德永業,"56,437",205,"16,668,829",294.50,297.50,294.50,295.50,12.78
2250,IKKA-KY,"1,688,130","1,407","177,734,633",107.00,109.50,101.50,107.00,16.98
2254,巨鎧精密-創,"393,051",85,"31,208,390",78.20,80.10,77.50,80.00,0.00
2258,鴻華先進-創,"1,014,207",751,"43,368,840",44.05,44.50,42.00,42.70,0.00
2301,光寶科,"6,477,138","3,574","662,743,350",102.50,103.50,101.00,102.00,18.99
2302,麗正,"2,139,339","1,092","38,925,527",19.05,19.15,17.80,18.20,42.33
2303,聯電,"49,325,493","18,890","2,024,176,288",41.00,41.70,40.80,40.90,9.88
2305,全友,"668,257",368,"8,590,443",13.45,13.45,12.60,12.80,160.00
2308,台達電,"9,734,037","12,148","3,938,130,763",413.50,415.50,400.00,400.00,28.07
2312,金寶,"21,265,967","7,274","514,966,767",24.95,24.95,23.90,24.10,25.10
2313,華通,"14,866,881","10,899","990,116,553",68.00,68.30,65.10,66.90,14.58
2314,台揚,"3,262,268","2,321","110,140,810",35.50,35.50,33.35,33.40,0.00
2316,楠梓電,"755,436",678,"34,003,812",45.70,45.70,44.65,45.00,6.34
2317,鴻海,"157,188,534","192,669","27,407,637,685",180.00,180.50,171.50,171.50,14.90
2321,東訊,"10,605",12,"157,327",15.05,15.05,14.35,14.35,0.00
2323,中環,"6,196,121","2,226","57,903,242",9.55,9.57,9.06,9.31,8.78
2324,仁寶,"17,296,996","7,760","624,768,677",36.40,36.70,35.60,36.00,15.86
2327,國巨,"2,902,536","6,159","1,507,850,203",532.00,532.00,514.00,516.00,12.71
2328,廣宇,"5,972,598","3,503","223,511,364",38.45,38.65,36.85,37.50,18.66
2329,華泰,"3,128,733","2,061","96,959,601",31.60,31.65,30.50,31.05,14.11
2330,台積電,"62,629,547","118,516","68,093,421,797","1,110.00","1,115.00","1,070.00","1,075.00",26.88
2331,精英,"1,835,777","1,050","37,216,314",20.75,20.80,20.00,20.35,33.36
2332,友訊,"12,484,400","5,114","270,376,356",22.25,22.35,21.20,21.65,74.66
2337,旺宏,"10,646,753","4,278","189,376,216",18.20,18.30,17.60,17.75,0.00
2338,光罩,"1,709,520","1,186","76,393,856",46.40,46.40,44.00,44.25,25.73
2340,台亞,"2,363,263","1,514","60,410,177",26.50,26.50,25.30,25.30,0.00
2342,茂矽,"788,743",635,"22,927,732",30.05,30.05,28.70,28.90,0.00
2344,華邦電,"26,912,495","7,696","359,025,618",13.65,13.70,13.20,13.35,70.26
2345,智邦,"8,128,016","8,673","5,730,453,229",715.00,728.00,690.00,699.00,40.15
2347,聯強,"4,895,896","3,140","349,020,618",72.20,72.40,70.90,71.00,14.03
2348,海悅,"2,162,309","2,240","356,785,166",170.50,171.50,162.50,164.50,10.17
2348A,海悅甲特,"3,000",3,"109,600",36.80,36.80,36.40,36.40,0.00
2349,錸德,"5,149,063","2,093","66,004,502",13.30,13.30,12.65,12.75,0.00
2351,順德,"1,767,270","2,181","152,330,411",89.70,89.70,85.00,86.20,24.15
2352,佳世達,"3,801,507","2,676","122,886,301",33.05,33.10,32.05,32.20,26.18
2353,宏��,"13,309,249","7,230","484,903,893",37.00,37.05,36.10,36.30,21.23
2354,鴻準,"26,476,876","17,223","1,976,392,440",76.50,76.90,73.50,74.10,28.07
2355,敬鵬,"2,569,006","2,015","88,208,122",35.00,35.05,33.80,34.30,12.12
2356,英業達,"25,282,660","12,106","1,273,044,635",50.30,51.00,49.90,50.00,26.04
2357,華碩,"4,338,170","7,700","2,652,563,748",626.00,626.00,605.00,609.00,13.43
2359,所羅門,"10,954,635","8,385","1,571,098,496",146.50,149.50,140.00,144.50,0.00
2360,致茂,"6,021,311","6,089","2,273,690,504",395.50,398.00,364.00,366.50,33.84
2362,藍天,"2,350,360","1,650","113,942,533",49.85,49.85,47.80,48.05,18.77
2363,矽統,"8,057,991","5,788","492,883,591",63.00,63.20,60.10,60.80,73.25
2364,倫飛,"256,495",955,"20,126,961",80.40,80.40,77.40,78.00,20.97
2365,昆盈,"5,630,134","3,938","229,491,776",42.00,42.20,40.05,40.95,77.26
2367,燿華,"12,566,798","6,374","365,489,837",30.20,30.20,28.70,29.00,20.28
2368,金像電,"20,656,491","11,724","4,220,552,344",206.00,209.50,203.50,203.50,18.17
2369,菱生,"1,021,310",697,"16,538,594",16.60,16.60,16.00,16.20,0.00
2371,大同,"31,190,587","8,427","1,359,058,995",43.35,44.15,42.60,44.00,12.64
2373,震旦行,"60,794",119,"3,755,054",62.00,62.20,61.60,62.20,13.92
2374,佳能,"17,948,359","10,212","1,034,195,048",58.00,59.30,56.00,58.20,35.27
2375,凱美,"814,788",697,"49,604,165",62.80,62.80,60.30,60.60,21.12
2376,技嘉,"7,258,748","9,379","1,896,501,529",268.00,268.00,258.50,260.00,21.09
2377,微星,"6,370,459","13,847","1,170,582,635",183.00,187.00,180.50,183.50,21.92
2379,瑞昱,"2,798,190","4,343","1,438,395,733",521.00,525.00,507.00,515.00,18.77
2380,虹光,"127,703",225,"507,865",4.03,4.03,3.96,3.96,0.00
2382,廣達,"38,450,156","42,324","10,545,373,493",280.00,281.00,270.50,270.50,19.27
2383,台光電,"5,923,276","7,732","3,375,585,105",588.00,589.00,558.00,563.00,21.80
2385,群光,"2,631,776","2,795","407,975,274",157.50,158.50,153.50,153.50,12.85
2387,精元,"579,000",791,"35,514,176",62.50,62.50,60.60,61.30,9.43
2388,威盛,"8,928,517","7,327","777,350,783",90.70,90.70,85.40,85.70,64.44
2390,云辰,"1,653,236","1,218","20,180,173",12.30,12.70,11.75,11.75,0.00
2392,正崴,"5,042,775","3,295","329,901,478",67.30,67.30,64.50,65.20,17.57
2393,億光,"4,871,191","5,589","410,674,698",84.20,85.60,82.00,84.50,16.60
2395,研華,"1,257,232","1,576","449,682,756",359.50,361.50,352.50,357.50,35.68
