證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,本益比
8443,阿瘦,"29,955",130,"339,671",11.45,11.45,11.30,11.30,0.00
8454,富邦媒,"455,517","1,636","150,874,088",333.00,335.50,328.00,334.00,24.15
8462,柏文,"130,869",213,"14,002,630",108.50,108.50,105.00,107.50,29.61
8463,潤泰材,"99,000",92,"2,395,016",25.80,25.80,23.65,23.90,20.25
8464,億豐,"1,138,392","1,226","474,505,630",408.50,423.50,408.50,416.50,19.11
8466,美吉吉-KY,"87,283",81,"3,486,568",41.05,41.05,39.50,39.50,48.17
8467,波力-KY,"340,965",611,"97,337,308",295.00,298.00,280.00,280.50,28.25
8473,山林水,"339,505",393,"12,284,678",36.95,37.20,35.70,35.85,31.73
8476,台境*,"118,115",100,"2,742,400",23.95,23.95,22.90,23.25,11.45
8478,東哥遊艇,"705,626","1,143","123,066,723",179.50,180.00,172.00,172.50,9.28
8481,政伸,"14,949",30,"738,269",49.15,49.50,49.15,49.20,21.39
8482,商億-KY,"135,423",90,"11,875,916",87.90,88.30,87.20,87.90,29.50
8487,愛爾達-創,"1,013",4,"73,257",72.30,72.30,72.30,72.30,10.86
8488,吉源-KY,"10,164",11,"129,698",12.65,13.20,12.60,13.20,0.00
8499,鼎炫-KY,"57,631",48,"6,662,584",117.00,117.00,115.00,115.00,13.20
8926,台汽電,"1,233,758",909,"49,422,246",40.20,40.45,39.85,40.45,25.44
8940,新天地,"68,105",90,"1,554,920",23.40,23.40,22.50,22.80,91.20
8996,高力,"2,204,847","3,638","650,436,817",297.50,302.00,290.00,294.50,50.00
9103,美德醫療-DR,"494,059",226,"3,225,841",6.80,6.81,6.35,6.43,0.00
910322,康師傅-DR,"67,254",62,"1,534,350",22.60,23.10,22.60,22.75,0.00
9105,泰金寶-DR,"75,664,035","13,905","667,413,145",9.01,9.05,8.65,8.78,0.00
910861,神州-DR,"2,000",1,"13,000",6.50,6.50,6.50,6.50,0.00
9110,越南控-DR,"12,000",5,"81,800",6.81,6.99,6.80,6.80,0.00
911608,明輝-DR,"73,000",31,"242,980",3.40,3.40,3.26,3.33,0.00
911622,泰聚亨-DR,"33,503",30,"146,147",4.57,4.57,4.24,4.49,0.00
911868,同方友友-DR,"331,578",61,"468,957",1.42,1.42,1.40,1.41,0.00
912000,晨訊科-DR,"940,878",381,"2,745,543",3.00,3.00,2.90,2.91,0.00
9136,巨騰-DR,"194,000",51,"1,234,040",6.40,6.40,6.30,6.37,0.00
9802,鈺齊-KY,"2,713,314","2,303","319,163,378",118.00,121.50,115.50,117.00,26.06
9902,台火,"410,156",232,"6,076,180",15.05,15.10,14.60,14.65,18.31
9904,寶成,"11,078,209","4,856","391,809,327",35.85,36.20,35.10,35.20,7.51
9905,大華,"150,189",112,"3,430,297",22.85,22.95,22.75,22.95,15.00
9906,欣巴巴,"854,654",758,"90,222,172",104.00,108.50,101.50,106.50,31.79
9907,統一實,"2,651,802","1,518","38,789,080",14.75,14.85,14.50,14.65,21.87
9908,大台北,"242,501",204,"7,288,249",30.00,30.25,30.00,30.25,15.43
9910,豐泰,"1,077,479","1,013","139,559,154",131.00,131.00,128.00,130.00,22.85
9911,櫻花,"457,419",821,"37,737,821",83.50,83.50,82.10,82.70,13.51
9912,偉聯,"61,069",88,"724,125",11.90,12.00,11.70,11.95,0.00
9914,美利達,"1,279,339","1,950","194,794,361",153.00,154.50,149.00,153.00,31.35
9917,中保科,"524,448",777,"63,988,708",123.00,123.00,121.00,123.00,19.34
9918,欣天然,"12,456",54,"490,306",39.30,39.70,39.30,39.35,17.41
9919,康那香,"17,799,194","8,749","379,651,538",20.90,22.10,20.65,20.95,0.00
9921,巨大,"1,154,468","1,202","164,353,043",142.50,143.50,141.00,143.50,22.96
9924,福興,"159,526",215,"8,115,259",51.60,51.60,50.50,51.10,10.47
9925,新保,"362,700",271,"14,741,949",40.80,41.00,40.55,40.55,17.48
9926,新海,"10,215",22,"515,908",50.50,50.80,50.40,50.60,18.53
9927,泰銘,"220,195",205,"14,263,315",64.90,65.60,64.50,65.40,11.05
9928,中視,"124,009",85,"1,855,537",15.05,15.40,14.75,15.35,46.52
9929,秋雨,"8,001",9,"124,715",15.60,15.80,15.50,15.80,0.00
9930,中聯資源,"141,570",323,"9,397,802",66.60,66.70,66.00,66.50,15.29
9931,欣高,"9,482",23,"319,467",33.50,33.95,33.50,33.95,14.70
9933,中鼎,"1,895,821","1,377","74,339,009",39.50,39.50,38.95,39.20,15.49
9934,成霖,"1,454,754",771,"19,607,483",13.45,13.80,13.20,13.25,9.74
9935,慶豐富,"724,436",542,"21,476,046",30.00,30.70,29.00,29.35,15.61
9937,全國,"48,223",79,"3,016,107",62.80,63.20,62.10,62.80,26.06
9938,百和,"1,173,988","1,041","78,341,922",67.40,67.40,66.10,67.40,15.97
9939,宏全,"942,910","1,021","134,991,000",144.50,145.50,142.00,144.50,14.55
9940,信義,"671,692",645,"18,754,073",28.15,28.20,27.80,27.80,10.49
9941,裕融,"984,177","1,152","109,158,036",111.50,112.00,110.00,110.50,13.63
9941A,裕融甲特,"12,000",11,"614,800",51.30,51.30,51.20,51.30,0.00
9942,茂順,"117,079",198,"13,033,238",112.50,112.50,110.50,110.50,12.73
9943,好樂迪,"152,517",259,"11,732,415",78.00,78.00,76.40,76.80,16.07
9944,新麗,"68,835",79,"1,395,945",20.50,20.55,20.00,20.15,167.92
9945,潤泰新,"6,963,662","4,443","278,100,133",40.05,40.55,39.35,40.35,10.14
9946,三發地產,"837,322",504,"17,542,828",21.85,21.90,20.40,20.70,23.52
9955,佳龍,"315,182",263,"8,870,059",28.25,28.65,27.75,28.30,0.00
9958,世紀鋼,"4,720,762","4,217","697,555,611",155.00,155.00,145.00,146.00,17.80
