,成交股數
983,30300055.0
984,19569970.0
985,10415953.0
986,3767769.0
987,1401855.0
988,35242.0
989,19450.0
990,5363855.0
991,7741879.0
992,27569.0
993,22194.0
994,1740372.0
995,882049.0
996,307188.0
997,61055.0
998,300613.0
999,204000.0
1000,10080.0
1001,13001.0
1002,104356.0
1003,36617.0
1004,1525969.0
1005,1869295.0
1006,2042143.0
1007,679613.0
1008,3558390.0
1009,1949988.0
1010,414908.0
1011,117816.0
1012,1807172.0
1013,1636025.0
1014,23160.0
1015,23005.0
1016,11660.0
1017,2000.0
1018,36111.0
1019,54050.0
1020,1025838.0
1021,543686.0
1022,161367.0
1023,164277.0
1024,4639106.0
1025,4872576.0
1026,4052243.0
1027,1138092.0
1028,2060532.0
1029,769352.0
1030,1412203.0
1031,311057.0
1032,1579410.0
1033,470361.0
1034,14573490.0
1035,17761286.0
1036,1474342.0
1037,315685.0
1038,4283734.0
1039,3452475.0
1040,780461.0
1041,586558.0
1042,10814033.0
1043,8788193.0
1044,56108.0
1045,33075.0
1046,32879179.0
1047,19556945.0
1048,893344.0
1049,238211.0
1050,804095.0
1051,262720.0
1052,703596.0
1053,996793.0
1054,2987571.0
1055,836997.0
1056,3343793.0
1057,1832052.0
1058,546320.0
1059,287486.0
1060,427278.0
1061,269034.0
1062,271920.0
1063,217966.0
1064,3149009.0
1065,2003747.0
1066,1642839.0
1067,678731.0
1068,2057743.0
1069,1102219.0
1070,5089188.0
1071,3362441.0
1072,2151468.0
1073,795263.0
1074,2579726.0
1075,3517062.0
1076,6551683.0
1077,5252283.0
1078,2360255.0
1079,2167481.0
1080,14729939.0
1081,7594769.0
1082,358653.0
1083,259863.0
1084,718620.0
1085,235569.0
1086,5244655.0
1087,3568420.0
1088,1571315.0
1089,1030621.0
1090,741038.0
1091,236138.0
1092,2357110.0
1093,1420216.0
1094,5957011.0
1095,4348110.0
1096,363819.0
1097,143955.0
1098,3327570.0
1099,1799229.0
1100,923988.0
1101,328048.0
1102,2918632.0
1103,1239098.0
1104,2178052.0
1105,1005195.0
1106,1101343.0
1107,516654.0
1108,607205.0
1109,257973.0
1110,59012.0
1111,43197.0
1112,536005.0
1113,368855.0
1114,2397580.0
1115,1037761.0
1116,299750.0
1117,139317.0
1118,389558.0
1119,172168.0
1120,5989415.0
1121,3056238.0
1122,875990.0
1123,376953.0
1124,4966526.0
1125,2076302.0
1126,1379732.0
1127,484351.0
1128,230474.0
1129,75198.0
1130,281845.0
1131,126436.0
1132,20417.0
1133,12410.0
1134,295262.0
1135,99840.0
1136,3572888.0
1137,4238838.0
1138,39000.0
1139,48122.0
1140,57722.0
1141,34840.0
1142,3221926.0
1143,2022692.0
1144,28900.0
1145,13000.0
1146,15702457.0
1147,6019549.0
1148,1241333.0
1149,582177.0
1150,69759.0
1151,8012.0
1152,32066220.0
1153,19241521.0
1154,686662.0
1155,511248.0
1156,207248.0
1157,79200.0
1158,714112.0
1159,137908.0
1160,1158969.0
1161,368507.0
1162,221657.0
1163,74318.0
1164,52470.0
1165,38987.0
1166,1940284.0
1167,1632764.0
1168,119869.0
1169,54205.0
1170,843917.0
1171,314515.0
1172,651877.0
1173,288831.0
1174,429171.0
1175,199271.0
1176,2512839.0
1177,2389160.0
1178,1429100.0
1179,734198.0
1180,2753614.0
1181,909033.0
1182,999089.0
1183,370262.0
1184,726978.0
1185,445329.0
1186,1011873.0
1187,397613.0
1188,42193.0
1189,1000.0
1190,700427.0
1191,433486.0
1192,2674577.0
1193,1228863.0
1194,1884740.0
1195,1300009.0
1196,34256747.0
1197,21481624.0
1198,1785172.0
1199,1576206.0
1200,59615630.0
1201,29930854.0
1202,64747.0
1203,19741.0
1204,310415.0
1205,99580.0
1206,836772.0
1207,459572.0
1208,1800758.0
1209,489299.0
1210,743314.0
1211,335675.0
1212,44683.0
1213,3430.0
1214,180866.0
1215,201554.0
1216,1014135.0
1217,331476.0
1218,1692686.0
1219,774997.0
1220,2479921.0
1221,940981.0
1222,104020.0
1223,43027.0
1224,1890528.0
1225,758471.0
1226,935343.0
1227,444701.0
1228,434820.0
1229,448557.0
1230,890968.0
1231,307562.0
1232,4951616.0
1233,2778031.0
1234,2282535.0
1235,1370780.0
1236,409942.0
1237,147325.0
1238,2189006.0
1239,519246.0
1240,683062.0
1241,848354.0
1242,66054.0
1243,66015.0
1244,1310649.0
1245,1574882.0
1246,1799953.0
1247,618481.0
1248,900876.0
1249,337595.0
1250,699559.0
1251,481268.0
1252,641753.0
1253,232819.0
1254,63576640.0
1255,81691246.0
1256,321508.0
1257,140290.0
1258,977141.0
1259,680875.0
1260,3567504.0
1261,2330895.0
1262,4832051.0
1263,2567674.0
1264,138962.0
1265,30035.0
1266,1875815.0
1267,1065856.0
1268,433706.0
1269,188499.0
1270,665785.0
1271,208613.0
1272,5478822.0
1273,5590300.0
1274,1613496.0
1275,870484.0
1276,4150770.0
1277,1752475.0
1278,1361165.0
1279,565408.0
1280,2721543.0
1281,1002008.0
1282,333644.0
1283,387420.0
1284,26196167.0
1285,22752269.0
1286,963036.0
1287,317842.0
1288,15674224.0
1289,13553076.0
1290,6173700.0
1291,5668074.0
1292,4416433.0
1293,2035873.0
1294,3474526.0
1295,1336641.0
1296,154312.0
1297,96658.0
1298,147556.0
1299,48229.0
1300,369876.0
1301,104571.0
1302,207664.0
1303,97081.0
1304,717683.0
1305,131883.0
1306,1073730.0
1307,544223.0
1308,203774.0
1309,66075.0
1310,74703683.0
1311,17338770.0
1312,53350.0
1313,16337.0
1314,449045.0
1315,140237.0
1316,571493.0
1317,81065.0
1318,69189.0
1319,33184.0
1320,2226889.0
1321,781046.0
1322,375659.0
1323,205043.0
1324,162393.0
1325,113310.0
1326,188610.0
1327,15032.0
1328,18036.0
1329,8010.0
1330,166275.0
1331,52230.0
1332,2825490.0
1333,3116084.0
1334,1692923.0
1335,664790.0
1336,292257.0
1337,124257.0
1338,7669656.0
1339,5946258.0
1340,258123.0
1341,215585.0
1342,179615.0
1343,145191.0
1344,170159.0
1345,39493.0
1346,733383.0
1347,254927.0
1348,172951.0
1349,60245.0
1350,168649.0
1351,154556.0
1352,1784354.0
1353,1217354.0
1354,751732.0
1355,251979.0
1356,1499781.0
1357,803364.0
1358,403724.0
1359,148734.0
1360,4670438.0
1361,3041661.0
1362,117890.0
1363,39044.0
1364,12290872.0
1365,11599001.0
1366,56213.0
1367,12046.0
1368,2066107.0
1369,1347964.0
1370,116511.0
1371,30070.0
1372,497780.0
1373,238518.0
1374,174616.0
1375,203204.0
1376,161499.0
1377,87054.0
1378,41447.0
1379,16416.0
1380,344545.0
1381,134293.0
1382,633150.0
1383,300190.0
1384,420264.0
1385,149028.0
1386,1233024.0
1387,735460.0
1388,128553.0
1389,29006.0
1390,210443.0
1391,99011.0
1392,172402.0
1393,205715.0
1394,142101.0
1395,57172.0
1396,136937.0
1397,110399.0
1398,8398896.0
1399,3190469.0
1400,3026013.0
1401,1342183.0
1402,3493950.0
1403,841451.0
1404,1451488.0
1405,877299.0
1406,947389.0
1407,285490.0
1408,9779397.0
1409,5469374.0
1410,1603356.0
1411,504842.0
1412,82475.0
1413,36269.0
1414,758648.0
1415,371734.0
1416,354824.0
1417,227041.0
1418,5937558.0
1419,5301314.0
1420,155162.0
1421,358022.0
1422,7324.0
1423,5023.0
1424,118459.0
1425,136971.0
1426,647600.0
1427,549283.0
1428,1876793.0
1429,1037186.0
1430,8094400.0
1431,3700287.0
1432,2526312.0
1433,2192748.0
1434,622108.0
1435,360832.0
1436,1643939.0
1437,1258835.0
1438,3056727.0
1439,1977413.0
1440,1117584.0
1441,380118.0
1442,6456824.0
1443,21281499.0
1444,130466.0
1445,78293.0
1446,18030.0
1447,24124.0
1448,98722.0
1449,35206.0
1450,77245.0
1451,31685.0
1452,362373.0
1453,101135.0
1454,136609.0
1455,44700.0
1456,303125.0
1457,201313.0
1458,570347.0
1459,401334.0
1460,1148405.0
1461,2282694.0
1462,2284648.0
1463,1299889.0
1464,5725601.0
1465,963067.0
1466,1850114.0
1467,395082.0
1468,719325.0
1469,933050.0
1470,102181.0
1471,50615.0
1472,1865942.0
1473,804921.0
1474,125626.0
1475,48254.0
1476,192849.0
1477,6250.0
1478,138058.0
1479,30221.0
1480,179811.0
1481,213034.0
1482,3282969.0
1483,7126411.0
1484,679486.0
1485,314066.0
1486,2008467.0
1487,1399737.0
1488,547123.0
1489,259801.0
1490,1173932.0
1491,751447.0
1492,908445.0
1493,727903.0
1494,887818.0
1495,367894.0
1496,1970775.0
1497,1356489.0
1498,2747649.0
1499,1761012.0
1500,125471.0
1501,32110.0
1502,1498726.0
1503,969088.0
1504,235746.0
1505,85059.0
1506,792246.0
1507,318122.0
1508,48418.0
1509,6000.0
1510,7501.0
1511,1102.0
1512,645157.0
1513,236654.0
1514,1222812.0
1515,468614.0
1516,442828.0
1517,190646.0
1518,9130582.0
1519,8255962.0
1520,10008729.0
1521,9065189.0
1522,16470323.0
1523,7311371.0
1524,61002.0
1525,68001.0
1526,694361.0
1527,869350.0
1528,20517637.0
1529,13711471.0
1530,651945.0
1531,304065.0
1532,1361625.0
1533,576472.0
1534,15333153.0
1535,5017288.0
1536,137465.0
1537,100353.0
1538,5561560.0
1539,3435213.0
1540,1249385.0
1541,674428.0
1542,1737107.0
1543,605299.0
1544,62953.0
1545,34389.0
1546,716947.0
1547,448392.0
1548,342897.0
1549,184637.0
1550,3416075.0
1551,2237972.0
1552,2135678.0
1553,1200107.0
1554,1404801.0
1555,555817.0
1556,913196.0
1557,515426.0
1558,1865321.0
1559,705478.0
1560,214779.0
1561,230350.0
1562,355659.0
1563,225314.0
1564,923230.0
1565,454011.0
1566,618105.0
1567,470945.0
1568,2932818.0
1569,625011.0
1570,2219566.0
1571,1259714.0
1572,1967122.0
1573,1111150.0
1574,41350.0
1575,17217.0
1576,100893.0
1577,10449.0
1578,1178046.0
1579,374330.0
1580,14698688.0
1581,7826895.0
1582,1177442.0
1583,268802.0
1584,686380.0
1585,332183.0
1586,1424580.0
1587,587718.0
1588,35698.0
1589,7029.0
1590,4567173.0
1591,2150647.0
1592,545282.0
1593,127608.0
1594,597354.0
1595,197804.0
1596,1440385.0
1597,736833.0
1598,4840685.0
1599,2372973.0
1600,2063451.0
1601,1077357.0
1602,21366487.0
1603,25254658.0
1604,925676.0
1605,356269.0
1606,414408.0
1607,134867.0
1608,9002.0
1609,4000.0
1610,418226.0
1611,19227.0
1612,136622.0
1613,67486.0
1614,1269831.0
1615,647414.0
1616,3656562.0
1617,2097591.0
1618,241955.0
1619,71325.0
1620,3292048.0
1621,1913371.0
1622,1390696.0
1623,606388.0
1624,2336678.0
1625,711270.0
1626,136182.0
1627,77150.0
1628,1967254.0
1629,415417.0
1630,100322.0
1631,104107.0
1632,2771726.0
1633,1617039.0
1634,402044.0
1635,175009.0
1636,3544130.0
1637,4266395.0
1638,1606051.0
1639,486989.0
1640,756141.0
1641,630824.0
1642,395726.0
1643,188946.0
1644,1116943.0
1645,825953.0
1646,870786.0
1647,289239.0
1648,3881240.0
1649,3110652.0
1650,502130.0
1651,272189.0
1652,55920.0
1653,51146.0
1654,3005946.0
1655,1306131.0
1656,98018.0
1657,71001.0
1658,3424465.0
1659,2327932.0
1660,976766.0
1661,272830.0
1662,5545629.0
1663,1881226.0
1664,3891453.0
1665,2888124.0
1666,1029839.0
1667,980576.0
1668,12749962.0
1669,5294993.0
1670,2108618.0
1671,1751230.0
1672,111561.0
1673,2117.0
1674,2326327.0
1675,2250162.0
1676,1458121.0
1677,971531.0
1678,272575.0
1679,108164.0
1680,82656.0
1681,70220.0
1682,17531110.0
1683,18536746.0
1684,1295261.0
1685,962104.0
1686,757449.0
1687,309872.0
1688,1078310.0
1689,327195.0
1690,2418196.0
1691,1133718.0
1692,1034590.0
1693,297612.0
1694,398026.0
1695,19052.0
1696,221237.0
1697,85075.0
1698,1522872.0
1699,430032.0
1700,355014.0
1701,107706.0
1702,112528107.0
1703,70176304.0
1704,65063.0
1705,25024.0
1706,417319.0
1707,81290.0
1708,141078.0
1709,20380.0
1710,274283.0
1711,100971.0
1712,482272.0
1713,308662.0
1714,287386.0
1715,62132.0
1716,512268.0
1717,427719.0
1718,681037.0
1719,551292.0
1720,747324.0
1721,978041.0
1722,96332.0
1723,74117.0
1724,559035.0
1725,555777.0
1726,48888.0
1727,21015.0
1728,45385.0
1729,74002.0
1730,18058.0
1731,7114.0
1732,946509.0
1733,235671.0
1734,815618.0
1735,383596.0
1736,54236.0
1737,22231.0
1738,974119.0
1739,652950.0
1740,2862290.0
1741,1508929.0
1742,1158396.0
1743,383382.0
1744,23000.0
1745,6104.0
1746,4082972.0
1747,4697116.0
1748,72266.0
1749,20000.0
1750,1657643.0
1751,810882.0
1752,1003519.0
1753,777430.0
1754,1987204.0
1755,1170868.0
1756,333353.0
1757,145330.0
1758,7244484.0
1759,4562688.0
1760,242410.0
1761,101274.0
1762,1391988.0
1763,1023036.0
1764,3647498.0
1765,6777588.0
1766,347387.0
1767,215455.0
1768,1363444.0
1769,320605.0
1770,124296.0
1771,33487.0
1772,283628.0
1773,98315.0
1774,10919685.0
1775,7821692.0
1776,983296.0
1777,1627479.0
1778,25797589.0
1779,13672619.0
1780,45010.0
