證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,本益比
1904,正隆,"831,772",721,"15,860,051",19.00,19.20,18.95,19.10,22.21
1905,華紙,"916,059",576,"14,501,387",15.60,16.00,15.55,16.00,200.00
1906,寶隆,"24,702",72,"337,348",13.65,13.70,13.50,13.70,0.00
1907,永豐餘,"680,883",652,"19,776,924",28.95,29.30,28.95,28.95,30.47
1909,榮成,"723,817",406,"7,811,270",10.60,10.90,10.60,10.80,0.00
2002,中鋼,"28,218,194","10,606","517,592,614",18.10,18.50,18.10,18.35,70.58
2002A,中鋼特,"148,153",56,"5,923,730",40.00,40.00,39.90,40.00,0.00
2006,東和鋼鐵,"1,074,466","1,220","69,998,738",63.80,65.70,63.80,65.40,10.20
2007,燁興,"248,438",170,"2,058,055",8.14,8.45,8.08,8.43,0.00
2008,高興昌,"18,100",25,"534,250",29.50,29.60,29.45,29.55,86.91
2009,第一銅,"598,819",567,"21,374,286",35.15,35.95,35.15,35.90,53.58
2010,春源,"311,689",281,"5,419,459",17.30,17.50,17.30,17.35,11.12
2012,春雨,"28,358",65,"682,110",24.25,24.25,23.95,24.00,17.27
2013,中鋼構,"42,125",254,"2,019,265",48.45,48.45,47.55,48.00,16.44
2014,中鴻,"2,896,633","1,544","47,929,463",16.30,16.75,16.30,16.75,0.00
2015,豐興,"324,703",346,"20,950,665",64.30,65.60,64.20,64.20,15.11
2017,官田鋼,"381,214",277,"3,916,541",10.10,10.35,10.10,10.30,33.23
2020,美亞,"224,666",208,"6,006,097",26.55,26.90,26.55,26.80,6.04
2022,聚亨,"528,431",509,"4,253,464",8.02,8.11,7.95,8.03,133.83
2023,燁輝,"1,442,965",623,"21,553,905",14.70,15.05,14.70,15.00,0.00
2024,志聯,"10,201",48,"191,479",18.90,18.90,18.70,18.70,0.00
2025,千興,"859,234",517,"8,368,080",9.31,10.20,9.24,9.87,0.00
2027,大成鋼,"9,860,956","5,360","309,667,605",30.80,31.75,30.75,31.70,24.77
2028,威致,"130,979",80,"2,578,143",19.55,19.95,19.55,19.90,16.58
2029,盛餘,"80,142",54,"1,892,220",23.65,23.70,23.50,23.55,13.16
2030,彰源,"240,067",200,"3,773,136",15.50,15.85,15.50,15.70,25.32
2031,新光鋼,"556,237",454,"25,112,202",44.05,45.55,44.05,45.40,7.79
2032,新鋼,"85,954",60,"1,058,844",12.35,12.40,12.15,12.30,47.31
2033,佳大,"80,018",47,"1,869,798",23.20,23.55,23.10,23.30,110.95
2034,允強,"826,136",437,"15,367,168",18.45,18.80,18.40,18.70,0.00
2038,海光,"441,005",287,"6,420,987",14.55,14.80,14.35,14.45,289.00
2049,上銀,"4,832,989","7,204","1,380,099,079",287.00,290.00,282.00,287.50,51.52
2059,川湖,"516,735","1,078","725,398,970","1,405.00","1,420.00","1,380.00","1,415.00",29.65
2062,橋椿,"1,194,119",766,"36,462,121",29.75,31.25,29.75,30.85,11.30
2069,運錩,"158,743",106,"2,542,477",15.85,16.25,15.85,16.15,15.38
2101,南港,"1,749,418",973,"75,449,553",42.95,43.60,42.70,43.40,11.16
2102,泰豐,"414,352",377,"7,243,857",17.50,17.65,17.35,17.45,0.00
2103,台橡,"878,394",488,"17,202,714",19.25,19.70,19.25,19.55,13.87
2104,國際中橡,"1,137,122",677,"13,851,449",11.95,12.30,11.95,12.15,0.00
2105,正新,"3,972,549","2,434","199,469,622",50.20,50.80,49.65,50.00,19.16
2106,建大,"397,449",341,"10,229,328",25.55,26.05,25.45,26.00,16.77
2107,厚生,"199,670",198,"5,082,760",25.35,25.60,25.35,25.55,14.12
2108,南帝,"213,313",342,"7,062,545",33.00,33.35,32.90,33.15,33.15
2109,華豐,"198,010",125,"3,513,768",17.80,17.95,17.55,17.90,11.47
2114,鑫永銓,"31,426",36,"2,782,858",89.10,89.50,88.00,89.00,16.42
2115,六暉-KY,"30,503",131,"893,382",29.75,29.75,29.15,29.45,15.83
2201,裕隆,"6,507,704","4,936","306,738,513",45.80,48.20,45.80,48.00,11.35
2204,中華,"2,110,741","4,288","170,968,311",81.70,82.10,80.20,80.90,9.84
2206,三陽工業,"505,031",699,"34,680,139",68.50,69.10,68.10,68.80,10.63
2207,和泰車,"181,539",310,"109,062,941",599.00,606.00,598.00,600.00,16.35
2208,台船,"1,544,101",832,"22,299,919",14.40,14.55,14.35,14.50,0.00
2211,長榮鋼,"709,239",743,"59,463,393",82.70,84.90,82.70,84.60,14.15
2227,裕日車,"59,254",340,"4,063,644",67.60,69.30,67.20,69.20,15.41
2228,劍麟,"275,290",265,"25,368,235",91.10,93.20,91.10,92.50,10.74
2231,為升,"502,902","1,022","50,178,939",99.80,100.50,99.10,99.80,65.66
2233,宇隆,"1,760,220","2,218","409,454,835",233.50,237.00,227.00,233.00,21.14
2236,百達-KY,"156,880",145,"16,923,366",108.50,109.50,106.50,107.00,713.33
2239,英利-KY,"95,004",67,"2,979,974",31.05,31.90,31.05,31.70,32.02
2241,艾姆勒,"166,438",163,"4,506,519",27.05,27.30,26.90,27.20,0.00
2243,宏旭-KY,"571,281",440,"9,713,337",17.15,17.35,16.65,17.35,0.00
2247,汎德永業,"43,758",88,"12,988,478",297.00,298.00,295.50,297.50,12.87
2250,IKKA-KY,"3,069,611","2,934","349,052,081",108.00,117.50,107.50,117.50,18.65
2254,巨鎧精密-創,"442,002",105,"35,241,458",78.40,81.00,78.00,80.80,0.00
2258,鴻華先進-創,"3,403,439","2,127","156,744,264",42.75,46.95,42.75,46.95,0.00
2301,光寶科,"4,566,348","2,866","473,696,402",102.50,104.50,102.50,104.00,19.37
2302,麗正,"938,417",488,"17,021,886",18.20,18.35,17.95,18.15,42.21
2303,聯電,"37,186,189","13,209","1,554,420,078",41.20,42.25,41.05,42.25,10.21
2305,全友,"347,206",168,"4,492,739",12.80,13.05,12.80,12.90,161.25
2308,台達電,"10,194,540","7,554","4,162,323,274",410.00,412.50,403.00,410.00,28.77
2312,金寶,"39,490,351","15,287","972,977,352",24.90,25.40,24.20,24.60,25.62
2313,華通,"5,394,151","3,679","365,180,176",67.20,68.20,66.30,68.10,14.84
2314,台揚,"1,539,465","1,129","51,515,172",33.60,33.90,33.10,33.50,0.00
2316,楠梓電,"398,936",507,"18,038,377",44.95,45.65,44.75,45.55,6.42
2317,鴻海,"64,355,673","52,963","11,130,474,220",171.50,174.50,171.00,174.50,15.16
2321,東訊,"25,536",18,"368,196",13.85,15.50,13.40,15.50,0.00
2323,中環,"3,283,115","1,452","31,626,595",9.36,9.75,9.36,9.71,9.16
2324,仁寶,"13,490,358","6,058","490,936,029",36.35,36.70,36.10,36.45,16.06
2327,國巨,"1,064,861","2,062","555,170,171",514.00,526.00,514.00,524.00,12.91
2328,廣宇,"2,816,359","2,032","105,943,564",37.90,38.20,37.30,37.85,18.83
2329,華泰,"1,338,553","1,114","42,221,790",31.00,32.05,30.90,31.95,14.52
2330,台積電,"31,280,235","32,218","33,915,048,410","1,085.00","1,090.00","1,075.00","1,090.00",27.25
2331,精英,"819,080",504,"16,914,919",20.35,20.95,20.35,20.90,34.26
2332,友訊,"12,681,632","5,541","278,903,796",21.75,22.60,21.30,22.30,76.90
2337,旺宏,"4,813,301","2,683","86,853,539",17.95,18.30,17.85,18.25,0.00
2338,光罩,"808,310",600,"36,647,329",45.00,46.00,44.75,46.00,26.74
2340,台亞,"822,175",658,"21,250,296",25.50,26.30,25.50,26.15,0.00
2342,茂矽,"185,523",223,"5,402,584",28.90,29.50,28.75,29.50,0.00
2344,華邦電,"16,707,467","4,271","226,280,035",13.45,13.70,13.40,13.55,71.32
2345,智邦,"6,584,927","6,607","4,777,955,699",700.00,743.00,695.00,737.00,42.33
2347,聯強,"1,771,904","1,495","126,327,338",71.20,71.90,70.70,71.20,14.07
2348,海悅,"1,126,057","1,202","189,966,743",166.00,171.00,166.00,168.50,10.42
2348A,海悅甲特,"2,474",5,"90,418",36.40,36.70,36.40,36.70,0.00
2349,錸德,"3,788,885","1,479","48,726,267",12.75,13.10,12.65,13.10,0.00
2351,順德,"1,056,655","1,550","91,810,263",86.80,88.10,86.20,88.00,24.65
2352,佳世達,"1,736,085","1,319","56,846,300",32.35,33.05,32.30,32.85,26.71
2353,宏��,"6,768,136","3,955","247,124,798",36.60,36.80,36.25,36.70,21.46
2354,鴻準,"9,726,643","6,843","726,201,322",74.80,75.40,74.10,74.70,28.30
2355,敬鵬,"949,315",909,"33,339,679",34.70,35.55,34.60,35.40,12.51
2356,英業達,"29,095,971","16,953","1,442,913,619",50.70,50.70,48.85,49.90,25.99
2357,華碩,"3,020,537","3,345","1,838,184,088",608.00,611.00,605.00,608.00,13.41
2359,所羅門,"5,110,122","5,871","732,634,643",144.50,145.00,142.00,143.50,0.00
2360,致茂,"3,078,797","2,805","1,134,015,071",365.50,374.50,359.50,372.00,34.35
2362,藍天,"1,366,893","1,201","67,060,745",48.35,49.50,48.35,49.45,19.32
2363,矽統,"4,220,326","3,367","261,747,658",61.20,62.60,61.10,62.40,75.18
2364,倫飛,"101,286",274,"7,947,293",78.20,79.20,77.60,78.50,21.10
2365,昆盈,"3,948,381","2,921","163,179,304",40.80,42.15,40.55,42.15,79.53
2367,燿華,"5,209,902","2,846","152,500,110",29.05,29.65,28.90,29.55,20.66
2368,金像電,"16,686,269","11,569","3,430,606,620",203.50,210.50,198.50,208.50,18.62
2369,菱生,"854,990",457,"14,076,326",16.25,16.75,16.25,16.60,0.00
2371,大同,"23,850,042","5,234","1,049,995,752",43.65,44.50,43.65,44.10,12.67
2373,震旦行,"25,368",70,"1,573,039",62.00,62.30,61.90,62.00,13.87
2374,佳能,"12,174,951","8,044","705,750,853",58.00,58.70,56.90,58.70,35.58
2375,凱美,"402,826",400,"24,684,083",61.30,61.80,60.60,61.50,21.43
2376,技嘉,"4,091,768","5,567","1,062,600,825",261.50,262.50,258.50,258.50,20.97
2377,微星,"2,935,332","4,531","541,439,514",183.50,186.50,182.50,185.00,22.10
2379,瑞昱,"1,166,996","1,953","604,466,080",515.00,521.00,513.00,519.00,18.91
2380,虹光,"184,329",384,"727,350",3.96,3.96,3.93,3.96,0.00
2382,廣達,"34,950,275","43,013","9,350,748,153",267.50,271.00,262.00,269.00,19.16
2383,台光電,"5,008,157","5,690","2,857,462,827",569.00,584.00,552.00,578.00,22.38
2385,群光,"2,024,839","1,493","311,684,905",154.00,155.50,152.50,153.50,12.85
2387,精元,"293,813",322,"18,066,329",61.80,61.90,61.10,61.90,9.52
2388,威盛,"7,596,820","5,357","670,114,346",86.90,89.40,86.60,89.20,67.07
2390,云辰,"399,723",476,"4,705,054",11.80,11.90,11.70,11.80,0.00
2392,正崴,"2,459,431","2,167","162,626,711",65.50,67.50,65.00,67.00,18.06
2393,億光,"3,044,640","3,383","255,829,105",84.60,85.40,83.40,84.00,16.50
2395,研華,"579,926",855,"206,383,325",356.50,359.50,353.00,357.00,35.63
2397,友通,"157,515",238,"11,256,133",71.30,72.20,70.50,71.80,27.20
2399,映泰,"2,714,737","1,253","66,665,074",24.15,25.40,24.00,25.40,0.00
2401,凌陽,"1,315,417","1,100","34,802,838",26.25,26.75,26.25,26.75,0.00
2402,毅嘉,"1,024,880",711,"36,342,014",34.90,35.90,34.90,35.90,17.10
2404,漢唐,"1,610,978","4,023","792,427,304",496.50,503.00,484.50,488.00,17.69
2405,輔信,"2,115,927","1,188","39,995,126",19.00,19.10,18.65,19.05,476.25
2406,國碩,"1,450,813","1,109","19,256,100",13.15,13.55,13.00,13.55,0.00
2408,南亞科,"22,426,075","7,670","582,865,888",25.70,26.65,25.50,26.65,0.00
2409,友達,"36,173,691","8,474","485,904,476",13.45,13.55,13.35,13.40,0.00
2412,中華電,"4,605,748","1,919","567,503,608",123.00,123.50,123.00,123.50,26.28
2413,環科,"280,908",224,"6,475,562",23.05,23.35,22.75,23.25,0.00
2414,精技,"74,274",61,"2,676,024",35.85,36.20,35.80,36.00,14.46
2415,錩新,"195,192",157,"5,737,592",29.50,29.75,29.00,29.55,22.56
2417,圓剛,"2,025,798","1,856","92,239,211",45.05,47.20,43.85,47.00,0.00
2419,仲琦,"645,215",521,"18,004,477",27.55,28.45,27.50,28.45,0.00
2420,新巨,"274,462",267,"16,647,320",59.80,61.10,59.80,61.00,14.91
2421,建準,"1,033,315","1,553","98,422,877",95.00,95.90,94.80,95.60,20.21
2423,固緯,"131,444",135,"5,411,311",40.80,41.55,40.75,41.50,16.02
2424,隴華,"2,052",4,"123,119",60.00,60.00,60.00,60.00,0.00
2425,承啟,"1,500,321","1,107","53,694,282",35.35,36.40,35.15,35.30,294.17
2426,鼎元,"1,433,840",938,"29,669,901",21.00,21.00,20.50,20.80,61.18
2427,三商電,"456,745",436,"12,102,331",26.60,26.70,26.20,26.55,19.52
2428,興勤,"109,819",129,"16,813,407",152.50,154.00,152.00,153.00,12.96
2429,銘旺科,"858,592",723,"25,665,965",30.40,30.70,29.30,29.50,0.00
2430,燦坤,"41,183",112,"1,229,465",29.60,30.20,29.60,29.65,18.77
2431,聯昌,"802,129",464,"11,591,436",14.20,14.70,14.10,14.70,0.00
2432,倚天酷��-創,"52,793",47,"1,699,539",31.15,33.00,31.15,33.00,15.79
2433,互盛電,"35,469",37,"1,768,335",49.85,50.20,49.75,49.85,15.39
2434,統懋,"9,000",7,"284,400",31.70,31.80,31.50,31.50,45.65
2436,偉詮電,"724,821",721,"38,349,748",52.20,53.60,52.10,53.60,44.30
2438,翔耀,"114,962",160,"3,264,523",29.00,29.00,28.00,28.70,0.00
2439,美律,"622,483",642,"64,449,843",103.00,104.50,102.50,104.50,13.50
2440,太空梭,"104,201",112,"1,234,507",12.00,12.00,11.70,11.90,0.00
2441,超豐,"1,454,416","1,211","87,276,272",60.20,60.20,59.60,60.20,14.44
2442,新美齊,"492,969",375,"11,581,218",23.50,23.65,23.35,23.60,12.62
2444,兆勁,"837,778",342,"13,551,084",16.20,16.50,16.00,16.05,0.00
2449,京元電子,"15,190,754","10,016","1,694,054,476",111.50,113.00,110.50,111.50,18.65
2450,神腦,"17,603",39,"566,543",32.30,32.30,32.00,32.25,17.82
2451,創見,"780,561","1,607","65,995,249",86.00,86.00,83.90,84.70,15.18
2453,凌群,"985,222",842,"53,736,623",55.60,56.20,53.80,54.70,18.42
2454,聯發科,"5,672,581","10,105","7,934,393,535","1,385.00","1,415.00","1,380.00","1,400.00",20.61
2455,全新,"2,435,734","2,799","381,464,930",156.00,158.00,155.00,157.50,40.08
2457,飛宏,"2,352,985","1,598","77,492,693",33.20,33.50,32.00,33.50,67.00
2458,義隆,"1,858,456","1,488","267,451,929",143.00,146.00,141.50,145.00,15.31
2459,敦吉,"34,807",131,"2,366,741",68.20,68.20,67.70,68.00,11.93
2460,建通,"128,715",134,"2,772,095",21.85,21.85,21.30,21.60,0.00
2461,光群雷,"80,818",121,"1,541,250",19.05,19.20,18.95,19.20,12.08
2462,良得電,"82,046",168,"2,037,977",24.60,24.95,24.60,24.90,20.24
2464,盟立,"2,913,223","2,612","213,101,616",73.00,74.10,72.30,74.10,75.61
2465,麗臺,"102,632",170,"7,006,360",67.60,68.60,67.60,68.20,0.00
2466,冠西電,"2,458,367","1,936","187,649,607",77.00,85.90,72.00,75.80,0.00
2467,志聖,"1,232,256","2,565","228,334,420",181.50,190.50,180.00,189.00,44.79
2468,華經,"704,209",488,"17,615,959",24.85,25.40,24.60,25.40,27.61
2471,資通,"339,630",539,"17,354,511",52.90,52.90,50.20,51.00,19.10
2472,立隆電,"1,150,385",756,"91,684,601",78.80,80.70,78.40,80.00,12.36
2474,可成,"3,506,513","3,125","695,089,328",196.50,199.00,196.50,199.00,15.49
2476,鉅祥,"612,006","1,006","49,869,850",81.50,82.40,80.50,82.20,18.31
2477,美隆電,"267,102",210,"6,806,039",25.70,25.80,25.10,25.60,16.73
2478,大毅,"232,286",358,"10,479,966",45.50,45.60,44.75,45.35,18.66
2480,敦陽科,"315,197",677,"44,107,014",139.00,141.00,139.00,141.00,19.11
2481,強茂,"1,795,721","1,348","85,042,145",45.80,48.20,45.80,47.80,21.24
2482,連宇,"223,617",217,"5,211,786",23.00,23.70,23.00,23.60,38.06
2483,百容,"107,809",45,"2,283,352",21.25,21.40,21.10,21.25,70.83
2484,希華,"131,855",151,"3,103,686",23.25,23.70,23.25,23.65,31.53
2485,兆赫,"597,374",622,"8,400,602",13.85,14.25,13.85,14.20,0.00
2486,一詮,"4,651,185","3,804","471,623,464",101.50,103.00,100.00,102.00,364.29
2488,漢平,"590,310",971,"32,369,557",55.10,55.60,54.10,55.50,11.91
2489,瑞軒,"3,290,697","1,732","59,598,304",18.40,18.40,17.95,18.25,11.77
2491,吉祥全,"63,702",59,"783,392",12.60,12.60,12.10,12.35,0.00
2492,華新科,"2,066,160","2,248","183,354,767",86.60,90.00,86.60,89.50,23.19
2493,揚博,"116,499",184,"10,916,494",93.30,94.30,93.00,93.90,15.97
2495,普安,"1,297,169",809,"39,550,341",30.25,30.90,29.90,30.80,18.12
2496,卓越,"28,114",236,"2,399,543",84.90,86.20,84.90,84.90,12.75
2497,怡利電,"293,827",320,"16,803,242",56.80,58.40,56.40,58.00,23.77
2498,宏達電,"8,087,054","3,920","367,458,158",45.05,45.90,45.05,45.65,0.00
2501,國建,"761,560",619,"17,312,535",22.65,23.00,22.50,22.80,11.29
2504,國產,"1,803,533","1,135","78,226,915",42.95,43.65,42.90,43.50,10.61
2505,國揚,"194,809",134,"4,011,545",20.55,20.75,20.45,20.55,29.36
2506,太設,"157,555",117,"1,708,573",10.75,10.95,10.75,10.90,4.62
2509,全坤建,"204,965",272,"3,132,234",15.40,15.45,15.10,15.35,191.88
2511,太子,"932,174",504,"9,217,426",9.81,10.00,9.81,9.95,43.26
2514,龍邦,"267,678",145,"5,038,653",18.70,19.05,18.65,18.90,4.85
2515,中工,"8,512,032","2,803","85,282,439",9.82,10.15,9.82,10.15,22.07
2516,新建,"5,415,575","4,189","88,467,954",14.90,16.75,14.85,16.75,29.39
2520,冠德,"1,406,257","1,243","69,032,766",48.60,49.50,48.40,49.25,4.90
2524,京城,"377,867",374,"23,089,787",60.70,62.00,60.20,61.60,20.20
2527,宏璟,"142,284",133,"4,857,140",34.00,34.35,33.95,34.05,27.68
2528,皇普,"360,236",310,"14,178,788",40.90,40.90,39.00,39.15,0.00
2530,華建,"275,983",203,"10,321,414",37.00,37.70,37.00,37.40,17.48
2534,宏盛,"1,019,585","1,232","23,476,417",23.50,23.70,22.55,22.75,78.45
2535,達欣工,"114,906",178,"6,111,749",53.10,53.40,53.10,53.20,11.18
2536,宏普,"62,000",35,"1,909,100",30.85,30.85,30.60,30.85,18.15
2537,聯上發,"1,184,355",619,"13,536,927",11.55,11.70,11.25,11.50,19.83
2538,基泰,"314,893",181,"4,265,954",13.45,13.65,13.45,13.65,0.00
2539,櫻花建,"341,891",367,"17,427,056",51.10,51.80,50.70,50.80,41.98
2540,愛山林,"1,481,762","1,075","135,595,170",90.80,92.70,90.30,92.70,24.27
2542,興富發,"2,210,911","1,461","92,519,903",41.50,42.10,41.50,41.90,25.24
2543,皇昌,"5,411,360","3,555","360,989,992",67.20,68.60,66.00,66.00,14.01
2545,皇翔,"282,865",287,"17,143,629",60.30,61.50,60.10,60.80,6.06
2546,根基,"60,590",192,"4,115,877",67.20,68.50,67.20,68.30,10.56
2547,日勝生,"1,449,670",480,"15,013,080",10.30,10.50,10.25,10.30,0.00
2548,華固,"397,680",476,"42,456,815",106.00,108.00,105.50,107.00,10.86
2597,潤弘,"509,758",617,"78,342,958",152.50,155.00,151.00,155.00,16.42
2601,益航,"991,113",432,"6,913,500",6.85,7.02,6.85,7.00,0.00
2603,長榮,"12,938,845","10,185","2,695,205,102",205.50,211.00,205.50,208.50,4.01
2605,新興,"2,862,568","1,520","71,593,468",24.95,25.45,24.75,25.00,10.37
2606,裕民,"8,155,537","6,985","480,381,062",59.10,59.70,57.90,59.40,10.82
2607,榮運,"933,537",399,"27,882,149",29.85,30.10,29.70,29.95,13.37
2608,嘉里大榮,"85,578",130,"3,262,456",37.95,38.35,37.95,38.10,16.14
2609,陽明,"24,387,794","14,238","1,743,387,138",70.10,72.00,70.00,72.00,5.00
2610,華航,"10,594,424","3,935","269,884,168",25.25,25.60,25.25,25.60,15.06
2611,志信,"294,664",214,"6,149,218",20.70,21.05,20.65,21.05,7.16
2612,中航,"197,736",206,"8,015,480",40.65,41.20,40.20,40.45,17.07
2613,中櫃,"685,184",492,"22,288,779",32.90,32.90,32.20,32.40,26.78
2614,東森,"244,101",235,"3,933,529",15.95,16.20,15.95,16.10,0.00
2615,萬海,"6,840,746","6,796","538,239,564",77.90,79.50,77.80,78.40,7.15
2616,山隆,"107,564",207,"1,755,117",16.25,16.40,16.20,16.30,0.00
2617,台航,"776,236",383,"22,766,251",29.20,29.50,29.05,29.35,9.98
2618,長榮航,"23,812,586","9,831","1,105,482,220",45.90,46.70,45.90,46.60,9.43
2630,亞航,"2,655,771","2,103","94,926,567",36.20,36.55,35.15,36.55,52.97
2633,台灣高鐵,"4,139,243","1,913","110,072,124",26.45,26.80,26.45,26.70,18.94
2634,漢翔,"2,408,556","1,819","105,196,995",43.70,44.10,43.10,44.00,21.89
2636,台驊控股,"529,013",556,"39,742,339",74.80,75.70,74.50,75.50,9.28
2637,慧洋-KY,"4,754,433","4,387","309,230,918",65.80,66.20,64.30,65.00,7.83
2642,宅配通,"82,802",167,"2,815,595",33.80,34.45,33.65,34.05,70.94
2645,長榮航太,"2,429,638","2,736","238,449,837",95.50,99.40,95.10,99.00,22.00
2646,星宇航空,"4,013,115","2,321","108,688,166",27.00,27.25,26.95,27.20,97.14
2701,萬企,"85,347",50,"1,042,443",12.25,12.25,12.20,12.20,20.33
2702,華園,"54,615",119,"849,602",15.60,15.65,15.50,15.60,0.00
2704,國賓,"38,015",198,"2,004,208",53.30,53.30,52.60,52.70,17.86
2705,六福,"143,832",174,"2,468,663",17.05,17.25,17.05,17.25,78.41
2706,第一店,"43,777",110,"624,273",14.25,14.25,14.25,14.25,21.27
2707,晶華,"100,550",262,"18,334,250",183.00,183.00,182.00,182.00,17.07
2712,遠雄來,"18,001",15,"430,373",23.70,24.15,23.70,23.85,0.00
2722,夏都,"90,395",98,"2,767,256",30.80,31.00,30.40,30.90,154.50
2723,美食-KY,"375,840",429,"35,592,227",92.70,95.90,92.70,95.60,42.49
2727,王品,"313,465",680,"68,080,028",216.50,218.00,216.00,217.00,13.87
2731,雄獅,"201,312",281,"24,182,817",119.50,121.50,119.00,121.00,7.46
2739,寒舍,"98,285",189,"4,582,316",46.65,47.15,46.10,46.65,7.22
2748,雲品,"122,509",201,"6,663,117",54.10,55.00,54.10,54.70,18.99
2753,八方雲集,"76,838",129,"11,206,991",145.00,146.50,145.00,146.00,17.08
2762,世界健身-KY,"27,643",65,"2,585,367",93.00,94.20,93.00,93.50,29.59
2801,彰銀,"10,419,036","2,014","185,607,451",17.75,17.85,17.75,17.85,14.28
2809,京城銀,"889,389",853,"45,341,825",51.00,51.40,50.80,51.00,10.16
2812,台中銀,"3,138,366","1,380","58,677,232",18.65,18.80,18.60,18.70,12.47
2816,旺旺保,"130,254",68,"4,163,554",32.00,32.20,31.80,32.05,7.17
2820,華票,"343,193",227,"5,143,147",15.05,15.05,14.95,14.95,15.57
2832,台產,"91,818",89,"2,594,983",28.20,28.35,28.20,28.30,9.19
2834,臺企銀,"9,172,002","4,754","135,135,939",14.70,14.85,14.70,14.75,12.19
2836,高雄銀,"744,232",338,"8,489,685",11.35,11.45,11.35,11.35,23.65
2836A,高雄銀甲特,"8,442",12,"190,355",22.55,22.60,22.55,22.60,0.00
2838,聯邦銀,"674,551",336,"10,245,973",15.25,15.30,15.10,15.15,12.95
2838A,聯邦銀甲特,"30,000",15,"1,600,300",53.30,53.40,53.30,53.40,0.00
2845,遠東銀,"3,726,462","1,445","48,825,830",13.05,13.20,13.05,13.10,13.10
2849,安泰銀,"15,170",17,"210,863",13.90,13.90,13.85,13.90,18.78
2850,新產,"108,368",206,"11,047,473",102.50,102.50,101.50,101.50,9.86
2851,中再保,"463,993",308,"11,828,464",25.40,25.55,25.35,25.45,7.67
2852,第一保,"189,606",118,"4,606,189",24.30,24.40,24.20,24.35,8.06
2855,統一證,"3,563,401","2,061","94,283,924",26.60,26.80,26.30,26.35,9.51
2867,三商壽,"3,614,304","1,138","21,986,055",6.06,6.13,6.06,6.09,0.00
2880,華南金,"14,622,891","5,407","399,033,376",27.05,27.40,27.05,27.40,16.71
2881,富邦金,"14,924,875","9,071","1,355,594,366",90.10,91.40,90.00,90.80,11.60
2881A,富邦特,"38,191",19,"2,402,274",62.90,63.00,62.90,63.00,0.00
2881B,富邦金乙特,"75,681",43,"4,578,508",60.50,60.60,60.50,60.60,0.00
2881C,富邦金丙特,"101,913",37,"5,401,163",53.00,53.00,53.00,53.00,0.00
2882,國泰金,"22,131,570","9,425","1,444,977,078",64.50,65.70,64.50,65.50,11.24
2882A,國泰特,"103,010",57,"6,271,838",60.90,60.90,60.80,60.90,0.00
2882B,國泰金乙特,"101,075",83,"6,064,906",60.00,60.10,59.90,60.10,0.00
2883,凱基金,"41,728,253","6,778","704,025,059",16.60,17.05,16.60,17.05,10.27
2883B,凱基金乙特,"2,141,497",377,"16,906,210",7.90,7.95,7.87,7.88,0.00
2884,玉山金,"21,482,900","6,367","588,909,502",27.15,27.55,27.15,27.55,16.50
2885,元大金,"15,898,262","8,035","547,249,294",34.15,34.65,33.95,34.45,14.79
2886,兆豐金,"11,470,604","4,447","444,628,983",38.45,38.95,38.45,38.90,16.21
2887,台新金,"23,712,988","4,789","410,541,625",17.30,17.45,17.25,17.35,12.76
2887E,台新戊特,"90,636",39,"4,648,198",51.30,51.30,51.20,51.30,0.00
2887F,台新戊特二,"2,303",8,"108,148",47.00,47.00,47.00,47.00,0.00
2887Z1,台新己特,"70,008",25,"1,122,669",16.00,16.05,16.00,16.05,0.00
2888,新光金,"23,552,431","3,377","279,635,604",11.90,11.90,11.80,11.90,16.30
2888A,新光金甲特,"65,445",42,"2,421,386",37.00,37.00,36.95,37.00,0.00
2888B,新光金乙特,"438,794",77,"16,160,668",36.80,37.00,36.80,36.90,0.00
2889,國票金,"2,788,701","1,242","39,852,704",14.30,14.40,14.25,14.25,24.15
2890,永豐金,"14,003,033","4,698","318,371,794",22.65,22.85,22.60,22.70,12.82
2891,中信金,"30,300,055","10,886","1,171,745,789",38.50,38.85,38.45,38.85,11.81
2891B,中信金乙特,"69,763",32,"4,366,128",62.60,62.70,62.50,62.70,0.00
2891C,中信金丙特,58,3,"3,340",--,--,--,--,0.00
2892,第一金,"10,415,953","3,451","286,907,254",27.50,27.70,27.30,27.60,15.95
2897,王道銀行,"1,401,855",819,"13,778,207",9.80,9.86,9.80,9.82,12.28
2897B,王道銀乙特,"59,000",22,"701,600",11.90,11.90,11.85,11.90,0.00
2901,欣欣,"19,450",45,"529,730",27.35,27.35,27.00,27.30,63.49
2903,遠百,"7,741,879","3,683","164,723,078",20.80,21.70,20.80,21.25,14.46
2904,匯僑,"22,194",18,"393,395",17.55,17.75,17.55,17.75,18.30
2905,三商,"882,049",432,"13,917,128",15.70,15.90,15.65,15.75,0.00
2906,高林,"61,055",201,"1,021,701",16.70,16.80,16.65,16.70,32.75
2908,特力,"204,000",51,"4,083,100",20.00,20.05,19.90,20.05,35.80
2910,統領,"13,001",14,"289,872",22.05,22.50,22.05,22.45,18.87
2911,麗嬰房,"36,617",183,"268,894",7.21,7.47,7.21,7.46,0.00
2912,統一超,"1,869,295","2,813","484,429,528",261.00,262.00,258.00,258.00,23.35
2913,農林,"679,613",598,"12,478,114",18.25,18.55,18.25,18.25,0.00
